sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,description_specs,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
AK:0005,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,Wessel-Werk,,,,,Yes,,,,,,,,,,,,,,14.00,Black,,,,,,,,,Germany,"2016-04-27 13:29:46",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,"Mesh Attachment Storage Bag","Wessel-Werk EBK 340 Deluxe 14&quot; Powerhead","Crevice Tool","Elongated Dusting Brush",,"13&quot; Hard Floor Brush","Plastiflex 4-Wire 3-Function Crushproof 30Ft. Hose W/Switch",,,,,,"Upholstery Tool","2 Plastic Long Extension Wands,Stainless Steel Dual Quick DisConnect Telescopic Wand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"The Chateau III W/36Ft. Electrical Hose Pigtail",,"Swivel Neck",,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,480.9500,,,,,0.00,0.00,"ABS Plastic",,,,0.00,,,,,14,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:46",the-chateau-iii-w-36ft-electrical-hose-pigtail,the-chateau-iii-w-36ft-electrical-hose-pigtail.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0006,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,Wessel-Werk,,,,,Yes,,,,,,,,,,,,,,14.00,Black,,,,,,,,,Germany,"2016-04-27 13:29:46",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,"Mesh Attachment Storage Bag","Wessel-Werk EBK 340 Deluxe 14&quot; Powerhead","Crevice Tool","Elongated Dusting Brush",,"13&quot; Hard Floor Brush","Plastiflex 4-Wire 3-Function Crushproof 30Ft. Hose W/Switch",,,,"Clip-on Tool Caddy,Wand Clamp For Mounting,Platinum Washable Hose Sock",,"Upholstery Tool","2 Plastic Long Extension Wands,Stainless Steel Dual Quick DisConnect Telescopic Wand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"The Chateau III W/30Ft. Electrical Hose Direct Connect",,"Swivel Neck",,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,445.9500,,,,,0.00,0.00,"ABS Plastic",,,,0.00,,,,,14,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:46",the-chateau-iii-w-30ft-electrical-hose-direct-connect,the-chateau-iii-w-30ft-electrical-hose-direct-connect.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0007,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,Wessel-Werk,,,,,Yes,,,,,,,,,,,,,,14.00,Black,,,,,,,,,Germany,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,"Mesh Attachment Storage Bag","Wessel-Werk EBK 340 Deluxe 14&quot; Powerhead","Crevice Tool","Elongated Dusting Brush",,"13&quot; Hard Floor Brush","Plastiflex 4-Wire 3-Function Crushproof 30Ft. Hose W/Switch",,,,,,"Upholstery Tool","2 Plastic Long Extension Wands,Stainless Steel Dual Quick DisConnect Telescopic Wand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"The Chateau III W/36Ft. Electrical Hose Direct Connect",,"Swivel Neck",,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,480.9500,,,,,0.00,0.00,"ABS Plastic",,,,0.00,,,,,14,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",the-chateau-iii-w-36ft-electrical-hose-direct-connect,the-chateau-iii-w-36ft-electrical-hose-direct-connect.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0008,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,Electrolux,,,,,Yes,,,,,,,,,,,,,,14.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,"ELUX 1600 Electric Powerhead","Standard Crevice Tool,13in Crevice Tool With LED Light","Multi Purpose Dusting Brush,Crystal Dusting Brush For Delicate Surfaces",,"14in Bare Floor Brush",,,,,"Zippered Hose Sock,Hose Hanger,Snap On Tool Caddy",,"Upholstery Tool","Intergrated Telescopic Wand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Electrolux CS3000 Attachment Kit",,"Swivel Neck",,,,,"Product Info Column",,No,No,No,,,CS3000,,,,,,,,,,,,394.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",electrolux-cs3000-attachment-kit,electrolux-cs3000-attachment-kit.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0009,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,Electrolux,,,,,No,,,,,,,,,,,,,,14.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,"ELUX 1600 Powerhead","13in Crevice Tool With LED Light","Multi-Purpose Dusting Brush With LED light,Crystal Dusting Brush With LED Light",,"14in Hard Floor Brush","35Ft Square Neck Hose",,,,"Zippered Hose Sock,Hose Hanger,Snap On Tool Caddy",,"Upholstery Tool With LED Light","Intergrated Telescopic Wand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Electrolux CS3500 Attachment Kit",,,,,,,"Product Info Column",,No,No,No,,,CS3500,,,,,,,,,,,,494.9900,,,,,0.00,0.00,,,,,0.00,,,,,12,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",electrolux-cs3500-attachment-kit,electrolux-cs3500-attachment-kit.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0010,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,10.50,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,"CT140G Standard Combination Floor/Rug Tool","CT111G 9&quot;in Crevice Tool","CT102G Dusting Brush W/Natural Bristles",,,"CH235 30&#039;",,,,"CA101G Clip On tool Caddy,CA130 Hose Sock,Mesh Storage Bag",,"CT106G Upholstery Tool","CT132G (2) Stainless Steel Button Lock Wands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CK150 Standard Tool Kit",,"Swivel Neck",,,,,"Product Info Column",,No,No,No,,,CK150,,,,,,,,,,,,165.2100,,,,,0.00,0.00,Plastic,,,,0.00,,,,,3,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-ck150-standard-tool-kit,nutone-ck150-standard-tool-kit.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0011,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,14.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,"Extra Wide Crevice Tool","Round Dusting Brush",,"14&quot; Extra Wide Floor Tool with Natural Bristles","50Ft Extra Long Crush-Proof Hose",,,,"Hose Hanger,Mesh Caddy Bag",,"Upholstery Tool","Curved Wand With Cuff And Full Swivel,Two 18&quot; Molded Straight Wands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CK145 Ultra Deluxe Garage &amp; Car Care Kit",,,,,,,"Product Info Column",,No,No,No,,,CK145,,,,,,,,,,,,99.0000,,,,,0.00,0.00,Plastic,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-ck145-ultra-deluxe-garage-and-car-care-kit,nutone-ck145-ultra-deluxe-garage-and-car-care-kit.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0012,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,"13&quot; Long Crevice tool(CT110)","Soft Bristle Dusting Brush (CT105)",,,"Extra Long 50Ft Crush Proof Hose",,,,"Reinforced Metal Hanger,Oversized Tool Bag",,"Soft Bristle Upholstery Tool(CT106G)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CS100 Car Care Attachment Kit",,,,,,,"Product Info Column",,No,No,No,,,CS100,,,,,,,,,,,,125.0000,,,,,0.00,0.00,,,https://youtu.be/SklF_G6SEjo,,0.00,,,,,6,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-cs100-car-care-attachment-kit,nutone-cs100-car-care-attachment-kit.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0013,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,"13&quot; Crevice tool(CT110)","Soft Bristle Dusting Brush(CT105)",,"Premium Twist &amp; 13&quot; Wide Floor Brush(CT158)","Crush Proof,Low Voltage 30Ft Hose(CH235) with an on/off switch",,,,"Soft and Durable Hose Sock(CA130),Metal Hose Hanger,Wall Mounted Wand Hanger,Oversized Storage Bag",,"Soft Bristle Upholstery Tool(CT106G)","22&quot;-39&quot;  Adjustable Wand(CK135)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CS300 Bare Floor Attachment Set",,,,,,,"Product Info Column",,No,No,No,,,CS300,,,,,,,,,,,,299.9900,,,,,0.00,0.00,,,https://youtu.be/SklF_G6SEjo,,0.00,,,,,10,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-cs300-bare-floor-attachment-set,nutone-cs300-bare-floor-attachment-set.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0014,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,"Deluxe Electric Power Brush With LED Headlight(CT700)","13&quot; Crevice Tool(CT110)","Soft Bristle Dusting Brush(CT105)",,"13&quot; Wide Premium Twist &amp; Turn Floor Brush(CT158)","Crush Proof 30Ft Hose(CH515)",,,,"Hose Sock(CA130),Metal Hose Hanger,Wall Mounted Wand Hanger,Oversized Storage Bag",,"Soft Bristle Convertible Upholstery Tool(CT106G)","Adjustable Wand(CT175),22&quot; up to 39&quot; Extendable Wand(CK135)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CS500 Carpet &amp; Bare Floor Pigtail Set",,,,,,,"Product Info Column",,No,No,No,,,CS500,,,,,,,,,,,,499.9500,,,,,0.00,0.00,,,,,0.00,,,,,12,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-cs500-carpet-and-bare-floor-pigtail-set,nutone-cs500-carpet-and-bare-floor-pigtail-set.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
AK:0015,,"Attachment Kits",simple,,,base,,,,,,,,,,,,,,,NuTone,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:29:47",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"NuTone CS600 Carpet &amp; Bare Floor Direct Connection Set",,,,,,,"Product Info Column",,No,No,No,,,CS600,,,,,,,,,,,,414.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:29:47",nutone-cs600-carpet-and-bare-floor-direct-connection-set,nutone-cs600-carpet-and-bare-floor-direct-connection-set.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0000,,Attachments,simple,,,base,,,,,,,"Dusting Brush",,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.00,White,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Round Dusting Brush White",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,3.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",round-dusting-brush-white,round-dusting-brush-white.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0001,,Attachments,simple,,,base,,,,,,,"Dusting Brush",,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Round Dusting Brush Black",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,3.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",round-dusting-brush-black,round-dusting-brush-black.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0002,,Attachments,simple,,,base,,,,,,,"Upholstery Tool",,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.00,White,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Upholstery Tool White",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,7.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",upholstery-tool-white,upholstery-tool-white.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0003,,Attachments,simple,,,base,,,,,,,"Upholstery Tool",,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Upholstery Tool Black",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,7.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",upholstery-tool-black,upholstery-tool-black.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0004,,Attachments,simple,,,base,,,,,,,"Crevice Tool",,,,,,,,,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Crevice Tool Black",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,2.9500,,,,,0.00,9.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",crevice-tool-black,crevice-tool-black.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0005,,Attachments,simple,,,base,,,,,,,"Crevice Tool",,,,,,,,,,,,,No,,,,,,,,,,,,,,0.00,White,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Crevice Tool White",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,2.9500,,,,,0.00,9.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",crevice-tool-white,crevice-tool-white.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0006,,Attachments,simple,,,base,,,,,,,"Universal Brush",,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Universal Brush",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,13.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",universal-brush,universal-brush.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0007,,Attachments,simple,,,base,,,,,,,"Crevice Tool",,,,,,,,,,,,,No,,,,,,,,,,,,,,0.00,Black,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,Yes,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"24in Flexible Crevice Tool",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,0.0000,,,,,0.00,24.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",24in-flexible-crevice-tool,24in-flexible-crevice-tool.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0008,,Attachments,simple,,,base,,,,,,,"Upholstery Tool",,,,,,,,SociT,,,,,No,,,,,,,,,,,,,,0.00,,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Vac N Groom Pet Turbo Brush Attachment",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,39.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",vac-n-groom-pet-turbo-brush-attachment,vac-n-groom-pet-turbo-brush-attachment.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
A:0009,,Attachments,simple,,,base,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,0.00,,,,,,,,,,,"2016-04-27 13:31:06",,,,,,test,,,,No,,,,,,,,,,,,No,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Micro Attachment Set",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,,,,,,9.8800,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:31:06",micro-attachment-set,micro-attachment-set.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
